ID,Abdullah Yusuf Ali,tag_1,tag_2
2|144,"We see the turning of thy face (for guidance to the heavens: now Shall We turn thee to a Qibla that shall please thee. Turn then Thy face in the direction of the sacred Mosque: Wherever ye are, turn your faces in that direction. The people of the Book know well that that is the truth from their Lord. Nor is Allah unmindful of what they do.",,"['divine-guidance', 'worship-direction']"
2|145,"Even if thou wert to bring to the people of the Book all the Signs (together), they would not follow Thy Qibla; nor art thou going to follow their Qibla; nor indeed will they follow each other's Qibla. If thou after the knowledge hath reached thee, Wert to follow their (vain) desires,-then wert thou Indeed (clearly) in the wrong.",,"['Divine Guidance', 'Faithful Resolve']"
2|146,The people of the Book know this as they know their own sons; but some of them conceal the truth which they themselves know.,,"['Truth-Concealment', 'Knowledge-Accountability']"
2|147,The Truth is from thy Lord; so be not at all in doubt.,,"['Divine-Truth', 'Certainty-Faith']"
2|148,"To each is a goal to which Allah turns him; then strive together (as in a race) Towards all that is good. Wheresoever ye are, Allah will bring you Together. For Allah Hath power over all things.",,"['Divine Providence', 'Righteous Competition']"
2|149,"From whencesoever Thou startest forth, turn Thy face in the direction of the sacred Mosque; that is indeed the truth from the Lord. And Allah is not unmindful of what ye do.",,"['divine-guidance', 'sacred-direction']"
2|150,"So from whencesoever Thou startest forth, turn Thy face in the direction of the sacred Mosque; and wheresoever ye are, Turn your face thither: that there be no ground of dispute against you among the people, except those of them that are bent on wickedness; so fear them not, but fear Me; and that I may complete My favours on you, and ye May (consent to) be guided;",,"['divine-guidance', 'allah-mercy']"
2|151,"A similar (favour have ye already received) in that We have sent among you a Messenger of your own, rehearsing to you Our Signs, and sanctifying you, and instructing you in Scripture and Wisdom, and in new knowledge.",,"['divine-mercy', 'messenger-guidance']"
2|152,"Then do ye remember Me; I will remember you. Be grateful to Me, and reject not Faith.",,"['Divine Remembrance', 'Gratitude Faith']"
2|153,O ye who believe! seek help with patient perseverance and prayer; for Allah is with those who patiently persevere.,,"['Patience-Perseverance', 'Divine-Support']"
2|154,"And say not of those who are slain in the way of Allah: ""They are dead."" Nay, they are living, though ye perceive (it) not.",,"['life-after-death', 'divine-provision']"
2|155,"Be sure we shall test you with something of fear and hunger, some loss in goods or lives or the fruits (of your toil), but give glad tidings to those who patiently persevere,",,"['divine-testing', 'patience-perseverance']"
2|156,"Who say, when afflicted with calamity: ""To Allah We belong, and to Him is our return"":-",,"['patience-perseverance', 'divine-mercy']"
2|157,"They are those on whom (Descend) blessings from Allah, and Mercy, and they are the ones that receive guidance.",,"['divine-mercy', 'spiritual-guidance']"
2|158,"Behold! Safa and Marwa are among the Symbols of Allah. So if those who visit the House in the Season or at other times, should compass them round, it is no sin in them. And if any one obeyeth his own impulse to good,- be sure that Allah is He Who recogniseth and knoweth.",,"['divine-symbols', 'allah-mercy']"
2|159,"Those who conceal the clear (Signs) We have sent down, and the Guidance, after We have made it clear for the people in the Book,-on them shall be Allah's curse, and the curse of those entitled to curse,-",,"['divine-curse', 'truth-concealment']"
2|160,"Except those who repent and make amends and openly declare (the Truth): To them I turn; for I am Oft-returning, Most Merciful.",,"['allah-forgiveness', 'divine-mercy']"
2|161,"Those who reject Faith, and die rejecting,- on them is Allah's curse, and the curse of angels, and of all mankind;",,"['divine-punishment', 'faith-rejection']"
2|162,"They will abide therein: Their penalty will not be lightened, nor will respite be their (lot).",,"['divine-justice', 'hell-warning']"
2|163,"And your Allah is One Allah: There is no god but He, Most Gracious, Most Merciful.",,"['allah-unity', 'divine-mercy']"
2|164,"Behold! in the creation of the heavens and the earth; in the alternation of the night and the day; in the sailing of the ships through the ocean for the profit of mankind; in the rain which Allah Sends down from the skies, and the life which He gives therewith to an earth that is dead; in the beasts of all kinds that He scatters through the earth; in the change of the winds, and the clouds which they Trail like their slaves between the sky and the earth;- (Here) indeed are Signs for a people that are wise.",,"['divine-power', 'natural-signs']"
2|165,"Yet there are men who take (for worship) others besides Allah, as equal (with Allah): They love them as they should love Allah. But those of Faith are overflowing in their love for Allah. If only the unrighteous could see, behold, they would see the penalty: that to Allah belongs all power, and Allah will strongly enforce the penalty.",,"['Divine Love', ""Allah's Power""]"
2|166,"Then would those who are followed clear themselves of those who follow (them): They would see the penalty, and all relations between them would be cut off.",,"['divine-justice', 'social-consequences']"
2|167,"And those who followed would say: ""If only We had one more chance, We would clear ourselves of them, as they have cleared themselves of us."" Thus will Allah show them (The fruits of) their deeds as (nothing but) regrets. Nor will there be a way for them out of the Fire.",,"['divine-justice', 'regret-afterlife']"
2|168,"O ye people! Eat of what is on earth, Lawful and good; and do not follow the footsteps of the evil one, for he is to you an avowed enemy.",,"['righteous-living', 'divine-guidance']"
2|169,"For he commands you what is evil and shameful, and that ye should say of Allah that of which ye have no knowledge.",,"['Moral Corruption', 'False Attribution']"
2|170,"When it is said to them: ""Follow what Allah hath revealed:"" They say: ""Nay! we shall follow the ways of our fathers."" What! even though their fathers Were void of wisdom and guidance?",,"['blind-tradition', 'divine-guidance']"
2|171,"The parable of those who reject Faith is as if one were to shout Like a goat-herd, to things that listen to nothing but calls and cries: Deaf, dumb, and blind, they are void of wisdom.",,"['Faith Rejection', 'Spiritual Blindness']"
2|172,"O ye who believe! Eat of the good things that We have provided for you, and be grateful to Allah, if it is Him ye worship.",,"['gratitude-thankfulness', 'divine-provision']"
2|173,"He hath only forbidden you dead meat, and blood, and the flesh of swine, and that on which any other name hath been invoked besides that of Allah. But if one is forced by necessity, without wilful disobedience, nor transgressing due limits,- then is he guiltless. For Allah is Oft-forgiving Most Merciful.",,"['divine-forgiveness', 'halal-guidance']"
2|174,"Those who conceal Allah's revelations in the Book, and purchase for them a miserable profit,- they swallow into themselves naught but Fire; Allah will not address them on the Day of Resurrection. Nor purify them: Grievous will be their penalty.",,"['Divine Justice', 'Spiritual Corruption']"
2|175,They are the ones who buy Error in place of Guidance and Torment in place of Forgiveness. Ah! what boldness (They show) for the Fire!,,"['Divine Justice', 'Spiritual Deception']"
2|176,(Their doom is) because Allah sent down the Book in truth but those who seek causes of dispute in the Book are in a schism Far (from the purpose).,,"['Divine Revelation', 'Schism and Discord']"
2|177,"It is not righteousness that ye turn your faces Towards east or West; but it is righteousness- to believe in Allah and the Last Day, and the Angels, and the Book, and the Messengers; to spend of your substance, out of love for Him, for your kin, for orphans, for the needy, for the wayfarer, for those who ask, and for the ransom of slaves; to be steadfast in prayer, and practice regular charity; to fulfil the contracts which ye have made; and to be firm and patient, in pain (or suffering) and adversity, and throughout all periods of panic. Such are the people of truth, the Allah-fearing.",,"['Righteous Living', 'Faith and Charity']"
2|178,"O ye who believe! the law of equality is prescribed to you in cases of murder: the free for the free, the slave for the slave, the woman for the woman. But if any remission is made by the brother of the slain, then grant any reasonable demand, and compensate him with handsome gratitude, this is a concession and a Mercy from your Lord. After this whoever exceeds the limits shall be in grave penalty.",,"['divine-justice', 'mercy-forgiveness']"
2|179,"In the Law of Equality there is (saving of) Life to you, o ye men of understanding; that ye may restrain yourselves.",,"['divine-justice', 'self-restraint']"
2|180,"It is prescribed, when death approaches any of you, if he leave any goods that he make a bequest to parents and next of kin, according to reasonable usage; this is due from the Allah-fearing.",,"['family-responsibility', 'righteous-living']"
2|181,"If anyone changes the bequest after hearing it, the guilt shall be on those who make the change. For Allah hears and knows (All things).",,"['divine-justice', 'accountability-responsibility']"
2|182,"But if anyone fears partiality or wrong-doing on the part of the testator, and makes peace between (The parties concerned), there is no wrong in him: For Allah is Oft-forgiving, Most Merciful.",,"['divine-mercy', 'conflict-resolution']"
2|183,"O ye who believe! Fasting is prescribed to you as it was prescribed to those before you, that ye may (learn) self-restraint,-",,"['self-restraint', 'spiritual-discipline']"
2|184,"(Fasting) for a fixed number of days; but if any of you is ill, or on a journey, the prescribed number (Should be made up) from days later. For those who can do it (With hardship), is a ransom, the feeding of one that is indigent. But he that will give more, of his own free will,- it is better for him. And it is better for you that ye fast, if ye only knew.",,"['divine-mercy', 'self-restraint']"
2|185,"Ramadhan is the (month) in which was sent down the Qur'an, as a guide to mankind, also clear (Signs) for guidance and judgment (Between right and wrong). So every one of you who is present (at his home) during that month should spend it in fasting, but if any one is ill, or on a journey, the prescribed period (Should be made up) by days later. Allah intends every facility for you; He does not want to put to difficulties. (He wants you) to complete the prescribed period, and to glorify Him in that He has guided you; and perchance ye shall be grateful.",,"['divine-guidance', 'spiritual-facilitation']"
2|186,"When My servants ask thee concerning Me, I am indeed close (to them): I listen to the prayer of every suppliant when he calleth on Me: Let them also, with a will, Listen to My call, and believe in Me: That they may walk in the right way.",,"['divine-love', 'spiritual-connection']"
2|187,"Permitted to you, on the night of the fasts, is the approach to your wives. They are your garments and ye are their garments. Allah knoweth what ye used to do secretly among yourselves; but He turned to you and forgave you; so now associate with them, and seek what Allah Hath ordained for you, and eat and drink, until the white thread of dawn appear to you distinct from its black thread; then complete your fast Till the night appears; but do not associate with your wives while ye are in retreat in the mosques. Those are Limits (set by) Allah: Approach not nigh thereto. Thus doth Allah make clear His Signs to men: that they may learn self-restraint.",,"['divine-mercy', 'self-restraint']"
2|188,"And do not eat up your property among yourselves for vanities, nor use it as bait for the judges, with intent that ye may eat up wrongfully and knowingly a little of (other) people's property.",,"['property-protection', 'moral-accountability']"
2|189,"They ask thee concerning the New Moons. Say: They are but signs to mark fixed periods of time in (the affairs of) men, and for Pilgrimage. It is no virtue if ye enter your houses from the back: It is virtue if ye fear Allah. Enter houses through the proper doors: And fear Allah: That ye may prosper.",,"['Divine Guidance', 'Righteous Living']"
2|190,"Fight in the cause of Allah those who fight you, but do not transgress limits; for Allah loveth not transgressors.",,"['divine-justice', 'righteous-conduct']"
2|191,"And slay them wherever ye catch them, and turn them out from where they have Turned you out; for tumult and oppression are worse than slaughter; but fight them not at the Sacred Mosque, unless they (first) fight you there; but if they fight you, slay them. Such is the reward of those who suppress faith.",,"['divine-justice', 'religious-persecution']"
2|192,"But if they cease, Allah is Oft-forgiving, Most Merciful.",,"['allah-mercy', 'divine-forgiveness']"
2|193,"And fight them on until there is no more Tumult or oppression, and there prevail justice and faith in Allah; but if they cease, Let there be no hostility except to those who practise oppression.",,"['divine-justice', 'righteous-living']"
2|194,"The prohibited month for the prohibited month,- and so for all things prohibited,- there is the law of equality. If then any one transgresses the prohibition against you, Transgress ye likewise against him. But fear Allah, and know that Allah is with those who restrain themselves.",,"['Reciprocal Justice', 'Divine Restraint']"
2|195,"And spend of your substance in the cause of Allah, and make not your own hands contribute to (your) destruction; but do good; for Allah loveth those who do good.",,"['divine-love', 'righteous-living']"
2|196,"And complete the Hajj or 'umra in the service of Allah. But if ye are prevented (From completing it), send an offering for sacrifice, such as ye may find, and do not shave your heads until the offering reaches the place of sacrifice. And if any of you is ill, or has an ailment in his scalp, (Necessitating shaving), (He should) in compensation either fast, or feed the poor, or offer sacrifice; and when ye are in peaceful conditions (again), if any one wishes to continue the 'umra on to the hajj, He must make an offering, such as he can afford, but if he cannot afford it, He should fast three days during the hajj and seven days on his return, Making ten days in all. This is for those whose household is not in (the precincts of) the Sacred Mosque. And fear Allah, and know that Allah Is strict in punishment.",,"['Divine Obedience', 'Spiritual Compensation']"
2|197,"For Hajj are the months well known. If any one undertakes that duty therein, Let there be no obscenity, nor wickedness, nor wrangling in the Hajj. And whatever good ye do, (be sure) Allah knoweth it. And take a provision (With you) for the journey, but the best of provisions is right conduct. So fear Me, o ye that are wise.",,"['righteous-living', 'divine-knowledge']"
2|198,"It is no crime in you if ye seek of the bounty of your Lord (during pilgrimage). Then when ye pour down from (Mount) Arafat, celebrate the praises of Allah at the Sacred Monument, and celebrate His praises as He has directed you, even though, before this, ye went astray.",,"['divine-mercy', 'spiritual-connection']"
2|199,"Then pass on at a quick pace from the place whence it is usual for the multitude so to do, and ask for Allah's forgiveness. For Allah is Oft-forgiving, Most Merciful.",,"['allah-forgiveness', 'spiritual-connection']"
2|200,"So when ye have accomplished your holy rites, celebrate the praises of Allah, as ye used to celebrate the praises of your fathers,- yea, with far more Heart and soul. There are men who say: ""Our Lord! Give us (Thy bounties) in this world!"" but they will have no portion in the Hereafter.",,"['Divine Remembrance', 'Afterlife Accountability']"
2|201,"And there are men who say: ""Our Lord! Give us good in this world and good in the Hereafter, and defend us from the torment of the Fire!""",,"['Divine Mercy', 'Righteous Living']"
2|202,To these will be allotted what they have earned; and Allah is quick in account.,,"['divine-justice', 'reaping-consequences']"
2|203,"Celebrate the praises of Allah during the Appointed Days. But if any one hastens to leave in two days, there is no blame on him, and if any one stays on, there is no blame on him, if his aim is to do right. Then fear Allah, and know that ye will surely be gathered unto Him.",,"['Divine Remembrance', 'Accountability Awareness']"
2|204,"There is the type of man whose speech about this world's life May dazzle thee, and he calls Allah to witness about what is in his heart; yet is he the most contentious of enemies.",,"['hypocrisy-warning', 'divine-hypocrisy']"
2|205,"When he turns his back, His aim everywhere is to spread mischief through the earth and destroy crops and cattle. But Allah loveth not mischief.",,"['divine-disapproval', 'moral-corruption']"
2|206,"When it is said to him, ""Fear Allah"", He is led by arrogance to (more) crime. Enough for him is Hell;-An evil bed indeed (To lie on)!",,"['divine-justice', 'moral-arrogance']"
2|207,And there is the type of man who gives his life to earn the pleasure of Allah: And Allah is full of kindness to (His) devotees.,,"['divine-love', 'self-sacrifice']"
2|208,O ye who believe! Enter into Islam whole-heartedly; and follow not the footsteps of the evil one; for he is to you an avowed enemy.,,"['righteous-living', 'divine-enmity']"
2|209,"If ye backslide after the clear (Signs) have come to you, then know that Allah is Exalted in Power, Wise.",,"['Divine Warning', ""Allah's Power""]"
2|210,"Will they wait until Allah comes to them in canopies of clouds, with angels (in His train) and the question is (thus) settled? but to Allah do all questions go back (for decision).",,"['divine-judgment', 'allah-power']"
2|211,"Ask the Children of Israel how many clear (Signs) We have sent them. But if any one, after Allah's favour has come to him, substitutes (something else), Allah is strict in punishment.",,"['Divine Warning', 'Consequences of Disobedience']"
2|212,"The life of this world is alluring to those who reject faith, and they scoff at those who believe. But the righteous will be above them on the Day of Resurrection; for Allah bestows His abundance without measure on whom He will.",,"['Divine Reward', 'Faith vs Unbelief']"
2|213,"Mankind was one single nation, and Allah sent Messengers with glad tidings and warnings; and with them He sent the Book in truth, to judge between people in matters wherein they differed; but the People of the Book, after the clear Signs came to them, did not differ among themselves, except through selfish contumacy. Allah by His Grace Guided the believers to the Truth, concerning that wherein they differed. For Allah guided whom He will to a path that is straight.",,"['Divine Guidance', 'Unity Diversity']"
2|214,"Or do ye think that ye shall enter the Garden (of bliss) without such (trials) as came to those who passed away before you? they encountered suffering and adversity, and were so shaken in spirit that even the Messenger and those of faith who were with him cried: ""When (will come) the help of Allah?"" Ah! Verily, the help of Allah is (always) near!",,"['trials-perseverance', 'divine-assistance']"
2|215,"They ask thee what they should spend (In charity). Say: Whatever ye spend that is good, is for parents and kindred and orphans and those in want and for wayfarers. And whatever ye do that is good, -Allah knoweth it well.",,"['Charity Guidance', 'Social Responsibility']"
2|216,"Fighting is prescribed for you, and ye dislike it. But it is possible that ye dislike a thing which is good for you, and that ye love a thing which is bad for you. But Allah knoweth, and ye know not.",,"['Divine Wisdom', 'Moral Dilemma']"
2|217,"They ask thee concerning fighting in the Prohibited Month. Say: ""Fighting therein is a grave (offence); but graver is it in the sight of Allah to prevent access to the path of Allah, to deny Him, to prevent access to the Sacred Mosque, and drive out its members."" Tumult and oppression are worse than slaughter. Nor will they cease fighting you until they turn you back from your faith if they can. And if any of you Turn back from their faith and die in unbelief, their works will bear no fruit in this life and in the Hereafter; they will be companions of the Fire and will abide therein.",,"['divine-justice', 'faith-perseverance']"
2|218,"Those who believed and those who suffered exile and fought (and strove and struggled) in the path of Allah,- they have the hope of the Mercy of Allah: And Allah is Oft-forgiving, Most Merciful.",,"['allah-mercy', 'divine-reward']"
2|219,"They ask thee concerning wine and gambling. Say: ""In them is great sin, and some profit, for men; but the sin is greater than the profit."" They ask thee how much they are to spend; Say: ""What is beyond your needs."" Thus doth Allah Make clear to you His Signs: In order that ye may consider-",,"['moral-guidance', 'divine-wisdom']"
2|220,"(Their bearings) on this life and the Hereafter. They ask thee concerning orphans. Say: ""The best thing to do is what is for their good; if ye mix their affairs with yours, they are your brethren; but Allah knows the man who means mischief from the man who means good. And if Allah had wished, He could have put you into difficulties: He is indeed Exalted in Power, Wise.""",,"['divine-guidance', 'moral-responsibility']"
2|221,"Do not marry unbelieving women (idolaters), until they believe: A slave woman who believes is better than an unbelieving woman, even though she allures you. Nor marry (your girls) to unbelievers until they believe: A man slave who believes is better than an unbeliever, even though he allures you. Unbelievers do (but) beckon you to the Fire. But Allah beckons by His Grace to the Garden (of bliss) and forgiveness, and makes His Signs clear to mankind: That they may celebrate His praise.",,"['Faith-Protection', 'Divine-Guidance']"
2|222,"They ask thee concerning women's courses. Say: They are a hurt and a pollution: So keep away from women in their courses, and do not approach them until they are clean. But when they have purified themselves, ye may approach them in any manner, time, or place ordained for you by Allah. For Allah loves those who turn to Him constantly and He loves those who keep themselves pure and clean.",,"['divine-love', 'purity-guidance']"
2|223,"Your wives are as a tilth unto you; so approach your tilth when or how ye will; but do some good act for your souls beforehand; and fear Allah. And know that ye are to meet Him (in the Hereafter), and give (these) good tidings to those who believe.",,"['marriage-guidance', 'divine-accountability']"
2|224,"And make not Allah's (name) an excuse in your oaths against doing good, or acting rightly, or making peace between persons; for Allah is One Who heareth and knoweth all things.",,"['divine-knowledge', 'moral-accountability']"
2|225,"Allah will not call you to account for thoughtlessness in your oaths, but for the intention in your hearts; and He is Oft-forgiving, Most Forbearing.",,"['allah-forgiveness', 'intention-accountability']"
2|226,"For those who take an oath for abstention from their wives, a waiting for four months is ordained; if then they return, Allah is Oft-forgiving, Most Merciful.",,"['marriage-guidance', 'divine-mercy']"
2|227,"But if their intention is firm for divorce, Allah heareth and knoweth all things.",,"['Divine Knowledge', 'Marital Intentions']"
2|228,"Divorced women shall wait concerning themselves for three monthly periods. Nor is it lawful for them to hide what Allah Hath created in their wombs, if they have faith in Allah and the Last Day. And their husbands have the better right to take them back in that period, if they wish for reconciliation. And women shall have rights similar to the rights against them, according to what is equitable; but men have a degree (of advantage) over them. And Allah is Exalted in Power, Wise.",,"['marriage-guidance', 'divine-justice']"
2|229,"A divorce is only permissible twice: after that, the parties should either hold Together on equitable terms, or separate with kindness. It is not lawful for you, (Men), to take back any of your gifts (from your wives), except when both parties fear that they would be unable to keep the limits ordained by Allah. If ye (judges) do indeed fear that they would be unable to keep the limits ordained by Allah, there is no blame on either of them if she give something for her freedom. These are the limits ordained by Allah; so do not transgress them if any do transgress the limits ordained by Allah, such persons wrong (Themselves as well as others).",,"['Divine-Limits', 'Marriage-Ethics']"
2|230,"So if a husband divorces his wife (irrevocably), He cannot, after that, re-marry her until after she has married another husband and He has divorced her. In that case there is no blame on either of them if they re-unite, provided they feel that they can keep the limits ordained by Allah. Such are the limits ordained by Allah, which He makes plain to those who understand.",,"['marriage-restrictions', 'divine-boundaries']"
2|231,"When ye divorce women, and they fulfil the term of their ('Iddat), either take them back on equitable terms or set them free on equitable terms; but do not take them back to injure them, (or) to take undue advantage; if any one does that; He wrongs his own soul. Do not treat Allah's Signs as a jest, but solemnly rehearse Allah's favours on you, and the fact that He sent down to you the Book and Wisdom, for your instruction. And fear Allah, and know that Allah is well acquainted with all things.",,"['Divorce-Ethics', 'Divine-Accountability']"
2|232,"When ye divorce women, and they fulfil the term of their ('Iddat), do not prevent them from marrying their (former) husbands, if they mutually agree on equitable terms. This instruction is for all amongst you, who believe in Allah and the Last Day. That is (the course Making for) most virtue and purity amongst you and Allah knows, and ye know not.",,"['Family Harmony', 'Divine Justice']"
2|233,"The mothers shall give such to their offspring for two whole years, if the father desires to complete the term. But he shall bear the cost of their food and clothing on equitable terms. No soul shall have a burden laid on it greater than it can bear. No mother shall be Treated unfairly on account of her child. Nor father on account of his child, an heir shall be chargeable in the same way. If they both decide on weaning, by mutual consent, and after due consultation, there is no blame on them. If ye decide on a foster-mother for your offspring, there is no blame on you, provided ye pay (the mother) what ye offered, on equitable terms. But fear Allah and know that Allah sees well what ye do.",,"['Family Harmony', 'Social Justice']"
2|234,"If any of you die and leave widows behind, they shall wait concerning themselves four months and ten days: When they have fulfilled their term, there is no blame on you if they dispose of themselves in a just and reasonable manner. And Allah is well acquainted with what ye do.",,"['family-guidance', 'divine-knowledge']"
2|235,"There is no blame on you if ye make an offer of betrothal or hold it in your hearts. Allah knows that ye cherish them in your hearts: But do not make a secret contract with them except in terms Honourable, nor resolve on the tie of marriage till the term prescribed is fulfilled. And know that Allah Knoweth what is in your hearts, and take heed of Him; and know that Allah is Oft-forgiving, Most Forbearing.",,"['marriage-guidance', 'divine-omniscience']"
2|236,"There is no blame on you if ye divorce women before consummation or the fixation of their dower; but bestow on them (A suitable gift), the wealthy according to his means, and the poor according to his means;- A gift of a reasonable amount is due from those who wish to do the right thing.",,"['marriage-guidance', 'fairness-obligation']"
2|237,"And if ye divorce them before consummation, but after the fixation of a dower for them, then the half of the dower (Is due to them), unless they remit it or (the man's half) is remitted by him in whose hands is the marriage tie; and the remission (of the man's half) is the nearest to righteousness. And do not forget Liberality between yourselves. For Allah sees well all that ye do.",,"['marriage-love', 'generosity-giving']"
2|238,"Guard strictly your (habit of) prayers, especially the Middle Prayer; and stand before Allah in a devout (frame of mind).",,"['spiritual-connection', 'devout-attitude']"
2|239,"If ye fear (an enemy), pray on foot, or riding, (as may be most convenient), but when ye are in security, celebrate Allah's praises in the manner He has taught you, which ye knew not (before).",,"['worship-adaptability', 'divine-remembrance']"
2|240,"Those of you who die and leave widows should bequeath for their widows a year's maintenance and residence; but if they leave (The residence), there is no blame on you for what they do with themselves, provided it is reasonable. And Allah is Exalted in Power, Wise.",,"['family-provision', 'divine-wisdom']"
2|241,For divorced women Maintenance (should be provided) on a reasonable (scale). This is a duty on the righteous.,,"['family-harmony', 'social-responsibility']"
2|242,Thus doth Allah Make clear His Signs to you: In order that ye may understand.,,"['divine-guidance', 'spiritual-understanding']"
2|243,"Didst thou not Turn by vision to those who abandoned their homes, though they were thousands (In number), for fear of death? Allah said to them: ""Die"": Then He restored them to life. For Allah is full of bounty to mankind, but Most of them are ungrateful.",,"['allah-power', 'human-ingratitude']"
2|244,"Then fight in the cause of Allah, and know that Allah Heareth and knoweth all things.",,"['Divine Omniscience', 'Spiritual Struggle']"
2|245,"Who is he that will loan to Allah a beautiful loan, which Allah will double unto his credit and multiply many times? It is Allah that giveth (you) Want or plenty, and to Him shall be your return.",,"['divine-reward', 'charity-giving']"
2|246,"Hast thou not Turned thy vision to the Chiefs of the Children of Israel after (the time of) Moses? they said to a prophet (That was) among them: ""Appoint for us a king, that we May fight in the cause of Allah."" He said: ""Is it not possible, if ye were commanded to fight, that that ye will not fight?"" They said: ""How could we refuse to fight in the cause of Allah, seeing that we were turned out of our homes and our families?"" but when they were commanded to fight, they turned back, except a small band among them. But Allah Has full knowledge of those who do wrong.",,"['Divine Leadership', 'Faith Obedience']"
2|247,"Their Prophet said to them: ""Allah hath appointed Talut as king over you."" They said: ""How can he exercise authority over us when we are better fitted than he to exercise authority, and he is not even gifted, with wealth in abundance?"" He said: ""Allah hath Chosen him above you, and hath gifted him abundantly with knowledge and bodily prowess: Allah Granteth His authority to whom He pleaseth. Allah careth for all, and He knoweth all things.""",,"['divine-choice', 'leadership-wisdom']"
2|248,"And (further) their Prophet said to them: ""A Sign of his authority is that there shall come to you the Ark of the covenant, with (an assurance) therein of security from your Lord, and the relics left by the family of Moses and the family of Aaron, carried by angels. In this is a symbol for you if ye indeed have faith.""",,"['divine-authority', 'faith-confirmation']"
2|249,"When Talut set forth with the armies, he said: ""Allah will test you at the stream: if any drinks of its water, He goes not with my army: Only those who taste not of it go with me: A mere sip out of the hand is excused."" but they all drank of it, except a few. When they crossed the river,- He and the faithful ones with him,- they said: ""This day We cannot cope with Goliath and his forces."" but those who were convinced that they must meet Allah, said: ""How oft, by Allah's will, Hath a small force vanquished a big one? Allah is with those who steadfastly persevere.""",,"['faith-testing', 'perseverance-trust']"
2|250,"When they advanced to meet Goliath and his forces, they prayed: ""Our Lord! Pour out constancy on us and make our steps firm: Help us against those that reject faith.""",,"['divine-assistance', 'steadfastness-courage']"
2|251,"By Allah's will they routed them; and David slew Goliath; and Allah gave him power and wisdom and taught him whatever (else) He willed. And did not Allah Check one set of people by means of another, the earth would indeed be full of mischief: But Allah is full of bounty to all the worlds.",,"['divine-intervention', 'allah-power']"
2|252,These are the Signs of Allah: we rehearse them to thee in truth: verily Thou art one of the messengers.,,"['divine-revelation', 'prophetic-authentication']"
2|253,"Those messengers We endowed with gifts, some above others: To one of them Allah spoke; others He raised to degrees (of honour); to Jesus the son of Mary We gave clear (Signs), and strengthened him with the holy spirit. If Allah had so willed, succeeding generations would not have fought among each other, after clear (Signs) had come to them, but they (chose) to wrangle, some believing and others rejecting. If Allah had so willed, they would not have fought each other; but Allah Fulfilleth His plan.",,"['divine-wisdom', 'prophetic-hierarchy']"
2|254,"O ye who believe! Spend out of (the bounties) We have provided for you, before the Day comes when no bargaining (Will avail), nor friendship nor intercession. Those who reject Faith they are the wrong-doers.",,"['divine-justice', 'charity-obligation']"
2|255,"Allah! There is no god but He,-the Living, the Self-subsisting, Eternal. No slumber can seize Him nor sleep. His are all things in the heavens and on earth. Who is there can intercede in His presence except as He permitteth? He knoweth what (appeareth to His creatures as) before or after or behind them. Nor shall they compass aught of His knowledge except as He willeth. His Throne doth extend over the heavens and the earth, and He feeleth no fatigue in guarding and preserving them for He is the Most High, the Supreme (in glory).",,"['allah-power', 'divine-omniscience']"
2|256,"Let there be no compulsion in religion: Truth stands out clear from Error: whoever rejects evil and believes in Allah hath grasped the most trustworthy hand-hold, that never breaks. And Allah heareth and knoweth all things.",,"['religious-freedom', 'divine-guidance']"
2|257,"Allah is the Protector of those who have faith: from the depths of darkness He will lead them forth into light. Of those who reject faith the patrons are the evil ones: from light they will lead them forth into the depths of darkness. They will be companions of the fire, to dwell therein (For ever).",,"['divine-guidance', 'divine-justice']"
2|258,"Hast thou not Turned thy vision to one who disputed with Abraham About his Lord, because Allah had granted him power? Abraham said: ""My Lord is He Who Giveth life and death."" He said: ""I give life and death"". Said Abraham: ""But it is Allah that causeth the sun to rise from the east: Do thou then cause him to rise from the West."" Thus was he confounded who (in arrogance) rejected faith. Nor doth Allah Give guidance to a people unjust.",,"['Divine Power', 'Faith Dispute']"
2|259,"Or (take) the similitude of one who passed by a hamlet, all in ruins to its roofs. He said: ""Oh! how shall Allah bring it (ever) to life, after (this) its death?"" but Allah caused him to die for a hundred years, then raised him up (again). He said: ""How long didst thou tarry (thus)?"" He said: (Perhaps) a day or part of a day."" He said: ""Nay, thou hast tarried thus a hundred years; but look at thy food and thy drink; they show no signs of age; and look at thy donkey: And that We may make of thee a sign unto the people, Look further at the bones, how We bring them together and clothe them with flesh."" When this was shown clearly to him, he said: ""I know that Allah hath power over all things.""",,"['allah-power', 'divine-resurrection']"
2|260,"When Abraham said: ""Show me, Lord, how You will raise the dead, "" He replied: ""Have you no faith?"" He said ""Yes, but just to reassure my heart."" Allah said, ""Take four birds, draw them to you, and cut their bodies to pieces. Scatter them over the mountain-tops, then call them back. They will come swiftly to you. Know that Allah is Mighty, Wise.""",,"['Divine Power', 'Faith Assurance']"
2|261,"The parable of those who spend their substance in the way of Allah is that of a grain of corn: it groweth seven ears, and each ear Hath a hundred grains. Allah giveth manifold increase to whom He pleaseth: And Allah careth for all and He knoweth all things.",,"['divine-provision', 'spiritual-reward']"
2|262,"Those who spend their substance in the cause of Allah, and follow not up their gifts with reminders of their generosity or with injury,-for them their reward is with their Lord: on them shall be no fear, nor shall they grieve.",,"['selfless-giving', 'divine-reward']"
